id,name,type
4110,On the allocation of documents in multiprocessor information retrieval systems,paper
4111,Convergence Problems of General-Sum Multiagent Reinforcement Learning,paper
4112,Efficient organization of large multidimensional arrays,paper
4113,Support vector machines applied to face recognition,paper
4114,A support vector method for multivariate performance measures,paper
4115,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study,paper
4116,Orchid: Integrating Schema Mapping and ETL,paper
4117,The MAXQ Method for Hierarchical Reinforcement Learning,paper
4118,Packing 2-dimensional bins in harmony,paper
4119,On Pruning Techniques for Multi-Player Games,paper
4120,An implementation of the contract net protocol based on marginal cost calculations,paper
4121,Hierarchical classification: combining Bayes with SVM,paper
4122,A cylindrical surface model to rectify the bound document image,paper
4123,Using bayesian priors to combine classifiers for adaptive filtering,paper
4124,THALIA: Test Harness for the Assessment of Legacy Information Integration Approaches,paper
4125,Induction of selective Bayesian classifiers,paper
4126,Topical N-Grams: Phrase and Topic Discovery with an Application to Information Retrieval,paper
4127,Unsupervised analysis for decipherment problems,paper
4128,Ants and Reinforcement Learning : A Case Study in Routing in Dynamic Networks,paper
4129,SpotSigs: robust and efficient near duplicate detection in large web collections,paper
4130,Using decision trees for conference resolution,paper
4131,Query optimization in compressed database systems,paper
4132,Learning to compete compromise and cooperate in repeated general-sum games,paper
4133,Face Detection --- Efficient and Rank Deficient,paper
4134,On Finding Large Conjunctive Clusters,paper
4135,Efficient computation of Iceberg cubes with complex measures,paper
4136,PolicyBlocks: An Algorithm for Creating Useful Macro-Actions in Reinforcement Learning,paper
4137,Bayesian Policy Gradient Algorithms,paper
4138,Classifying Temporal Relations Between Events,paper
4139,Maximum Entropy Distribution Estimation with Generalized Regularization,paper
4140,Large Margin Component Analysis,paper
4141,Spectral Bounds for Sparse PCA: Exact and Greedy Algorithms,paper
4142,A Biologically Inspired System for Action Recognition,paper
4143,Automatic generation of destination maps,paper
4144,A Study of Face Recognition as People Age,paper
4145,Transfer learning for collaborative filtering via a rating-matrix generative model,paper
4146,Cognitive modeling reveals menu search in both random and systematic,paper
4147,Efficient co-regularised least squares regression,paper
4148,Dynamic weighted majority: a new ensemble method for tracking concept drift,paper
4149,Life death and lawfulness on the electronic frontier,paper
4150,Semantic analytics on social networks: experiences in addressing the problem of conflict of interest detection,paper
4151,Distributional clustering of words for text classification,paper
4152,Contrastive estimation: training log-linear models on unlabeled data,paper
4153,Effects of code growth and parsimony pressure on populations in genetic programming,paper
4154,Using output codes to boost multiclass learning problems,paper
4155,Evolutionary Induction of Sparse Neural Trees,paper
4156,Tree-Guided Group Lasso for Multi-Task Regression with Structured Sparsity,paper
4157,Learning user's preferences by analyzing Web-browsing behaviors,paper
4158,Topigraphy: visualization for large-scale tag clouds,paper
4159,Core Vector Regression for very large regression problems,paper
4160,Combining Nearest Neighbor Classifiers Through Multiple Feature Subsets,paper
4161,Modification point depth and genome growth in genetic programming,paper
4162,Inlier-Based Outlier Detection via Direct Density Ratio Estimation,paper
4163,Large-scale collaborative prediction using a nonparametric random effects model,paper
4164,A framework for diagnosing changes in evolving data streams,paper
4165,Scaling up Classifiers to Cloud Computers,paper
4166,Mode Estimation of Model-based Programs: Monitoring Systems with Complex Behavior,paper
4167,Using probabilistic knowledge and simulation to play poker,paper
4168,Graphical models for preference and utility,paper
4169,Joining interval data in relational databases,paper
4170,Localized partial evaluation of belief networks,paper
4171,Robust temporal and spectral modeling for query By melody,paper
4172,Statistical background subtraction for a mobile observer,paper
4173,Tree Histogram Coding for Mobile Image Matching,paper
4174,Supervised rank aggregation,paper
4175,Learning Bayesian networks: a unification for discrete and Gaussian domains,paper
4176,Web Search Engine Evaluation Using Clickthrough Data and a User Model,paper
4177,Learning to Use Working Memory in Partially Observable Environments through Dopaminergic Reinforcement,paper
4178,Adaptive Forward-Backward Greedy Algorithm for Sparse Learning with Linear Models,paper
4179,A Bayesian approach to unsupervised one-shot learning of object categories,paper
4180,Towards a DNA sequencing theory (learning a string),paper
4181,Authorship verification as a one-class classification problem,paper
4182,A hierarchical approach to interactive motion editing for human-like figures,paper
4183,Reinforcement learning algorithms for average-payoff Markovian decision processes,paper
4184,A logic programming framework for possibilistic argumentation with vague knowledge,paper
4185,Exact learning via the Monotone theory,paper
4186,A machine learning based approach for table detection on the web,paper
4187,Calculating the expected loss of diversity of selection schemes,paper
4188,Clustering Uncertain Data Using Voronoi Diagrams,paper
4189,Implementing a scalable XML publish/subscribe system using relational database systems,paper
4190,Learning the countability of English nouns from corpus data,paper
4191,Tracking articulated body by dynamic Markov network,paper
4192,Blind Source Separation via Multinode Sparse Representation,paper
4193,Update propagation protocols for replicated databates,paper
4194,Unsupervised improvement of visual detectors using cotraining,paper
4195,Symbolic heuristic search for factored Markov decision processes,paper
4196,Shape parameter optimization for Adaboosted active shape model,paper
4197,Reinforcement learning for declarative optimization-based drama management,paper
4198,Diffusing information in organizational settings: learning from experience,paper
4199,Distributions of surfers’ paths through the World Wide Web: Empirical characterizations,paper
4200,An algorithm for the construction of Bayesian network structures from data,paper
4201,Multi-Instance Kernels,paper
4202,The order of things: activity-centered information access,paper
4203,Text classification by boosting weak learners based on terms and concepts,paper
4204,Out of many one: reliable results from unreliable recognition,paper
4205,Using asymmetric distributions to improve text classifier probability estimates,paper
4206,A semi-Lagrangian contouring method for fluid simulation,paper
4207,The Case against Accuracy Estimation for Comparing Induction Algorithms,paper
4208,An improved markov random field model for supporting verbose queries,paper
4209,The Kernel-Adatron: a Fast and Simple Learning Procedure for Support Vector Machines,paper
4210,A scalable algorithm for clustering sequential data,paper
4211,Automatically refining the wikipedia infobox ontology,paper
4212,Generalized Model Selection for Unsupervised Learning in High Dimensions,paper
4213,Automatic annotation of human actions in video,paper
4214,Hierarchical Part-Template Matching for Human Detection and Segmentation,paper
4215,Fast Discriminative Visual Codebooks using Randomized Clustering Forests,paper
4216,Learning the task allocation game,paper
4217,Cluster Boosted Tree Classifier for Multi-View Multi-Pose Object Detection,paper
4218,An iterative optimization approach for unified image segmentation and matting,paper
4219,Trust region Newton methods for large-scale logistic regression,paper
4220,Learning Depth from Single Monocular Images,paper
4221,Advances in probabilistic reasoning,paper
4222,Evaluating high accuracy retrieval techniques,paper
4223,Perspectively Invariant Normal Features,paper
4224,Using weighted MAX-SAT engines to solve MPE,paper
4225,Boosting with structural sparsity,paper
4226,Sparse representation for Gaussian process models,paper
4227,A Kullback-Leibler Divergence Based Kernel for SVM Classification in Multimedia Applications,paper
4228,Structured retrieval for question answering,paper
4229,Automating CPM-GOMS,paper
4230,Conceptual modeling through linguistic analysis using LIDA,paper
4231,Beyond TFIDF weighting for text categorization in the vector space model,paper
4232,A derandomized approach to self-adaptation of evolution strategies,paper
4233,Validation methods for calibrating software effort models,paper
4234,Adaptive indexing for relational keys,paper
4235,A Latent Topic Model for Complete Entity Resolution,paper
4236,Collapsed variational Dirichlet process mixture models,paper
4237,Practical Knowledge Representation for the Web.,paper
4238,Maximum Entropy Inverse Reinforcement Learning,paper
4239,Generalization in Reinforcement Learning: Safely Approximating the Value Function,paper
4240,Gaussian process models for visualisation of high dimensional data,paper
4241,Supervised learning from multiple experts: whom to trust when everyone lies a bit,paper
4242,Temporal Segmentation of Facial Behavior,paper
4243,Tracking across multiple cameras with disjoint views,paper
4244,Policy Invariance Under Reward Transformations: Theory and Application to Reward Shaping,paper
4245,Pairwise Clustering and Graphical Models,paper
4246,Towards automatic generation of query taxonomy: a hierarchical query clustering approach,paper
4247,Predicting tie strength with social media,paper
4248,Pivot Approach for Extracting Paraphrase Patterns from Bilingual Corpora,paper
4249,An index-based approach for similarity search supporting time warping in large sequence databases,paper
4250,DP-SLAM: Fast robust simultaneous localization and mapping without predetermined landmarks,paper
4251,Learning structural SVMs with latent variables,paper
4252,Solving large scale linear prediction problems using stochastic gradient descent algorithms,paper
4253,A study on convolution kernels for shallow semantic parsing,paper
4254,Classifying learner engagement through integration of multiple data sources,paper
4255,Value elimination: bayesian inference via backtracking search,paper
4256,Flickr tag recommendation based on collective knowledge,paper
4257,Estimating dependency structure as a hidden variable,paper
4258,A study on thresholding strategies for text catego-rization,paper
4259,Sparse Representation for Signal Classification,paper
4260,Bayesian compressive sensing and projection optimization,paper
4261,Progressive photon mapping,paper
4262,PSVM: Parallelizing Support Vector Machines on Distributed Computers,paper
4263,On the undecidability of probabilistic planning and infinite-horizon partially observable Markov decision problems,paper
4264,Mesh-based inverse kinematics,paper
4265,Exploring in the weblog space by detecting informative and affective articles,paper
4266,Interpolation-based Q-learning,paper
4267,Scalability problems of simple genetic algorithms,paper
4268,Nonparametric factor analysis with beta process priors,paper
4269,Policy Gradient Methods for Reinforcement Learning with Function Approximation,paper
4270,Instance-Based Utile Distinctions for Reinforcement Learning with Hidden State,paper
4271,A matching pursuit approach to sparse Gaussian process regression,paper
4272,Modifications of the Burrows and Wheeler data compression algorithm,paper
4273,Case-based multilabel ranking,paper
4274,Toolkit support for developing and deploying sensor-based statistical models of human situations,paper
4275,Toward efficient agnostic learning,paper
4276,Predicting nearly as well as the best pruning of a decision tree,paper
4277,Predicting navigation patterns on the mobile-internet using time of the week,paper
4278,Visual tracking for multimodal human computer interaction,paper
4279,A matrix density based algorithm to hierarchically co-cluster documents and words,paper
4280,Multiple-Goal Reinforcement Learning with Modular Sarsa(0),paper
4281,Training structural SVMs when exact inference is intractable,paper
4282,Secure multi-agent dynamic programming based on homomorphic encryption and its application to combinatorial auctions,paper
4283,Logarithmic Online Regret Bounds for Undiscounted Reinforcement Learning,paper
4284,TRICLUSTER: an effective algorithm for mining coherent clusters in 3D microarray data,paper
4285,Comparison of Multiobjective Evolutionary Algorithms: Empirical Results,paper
4286,Efficient maintenance of materialized top-k views,paper
4287,Experimental analysis of mode switching techniques in pen-based user interfaces,paper
4288,The automated mapping of plans for plan recognition,paper
4289,Online resource allocation using decompositional reinforcement learning,paper
4290,Functional Models for Regression Tree Leaves,paper
4291,An HOG-LBP human detector with partial occlusion handling,paper
4292,FootSee: an interactive animation system,paper
4293,Proactive caching for spatial queries in mobile environments,paper
4294,Empirical Analysis of Locality Heritability and Heuristic Bias in Evolutionary Algorithms: A Case Study for the Multidimensional Knapsack Problem,paper
4295,Parallelized stochastic gradient descent,paper
4296,A Fast Similarity Join Algorithm Using Graphics Processing Units,paper
4297,Harmonising chorales by probabilistic inference,paper
4298,Scheduling straight-line code using reinforcement learning and rollouts,paper
4299,Adapting operator settings in genetic algorithms,paper
4300,Invariant feature extraction and classification in kernel spaces,paper
4301,Computing two motions from three frames,paper
4302,Beyond browsing: shared comments SOAPs trails and on-line communities,paper
4303,Semi-Supervised Random Forests,paper
4304,Modeling and Predicting the Helpfulness of Online Reviews,paper
4305,Bayesian Color Constancy with Non-Gaussian Models,paper
4306,Text document categorization by term association,paper
4307,Group-sensitive multiple kernel learning for object categorization,paper
4308,Modeling and Integrating Background Knowledge in Data Anonymization,paper
4309,Predicting faults using the complexity of code changes,paper
4310,Efficient query reformulation in peer data management systems,paper
4311,Independent component analysis for identification of artifacts in magnetoencephalographic recordings,paper
4312,A Bayesian model for morpheme and paradigm identification,paper
4313,A Novel Lexicalized HMM-based Learning Framework for Web Opinion Mining,paper
4314,Out-of-Sample Extensions for LLE Isomap MDS Eigenmaps and Spectral Clustering,paper
4315,PAC learning axis-aligned rectangles with respect to product distributions from multiple-instance examples,paper
4316,A min-max cut algorithm for graph partitioning and data clustering,paper
4317,A Sampling Algorithm for Tracking Multiple Objects,paper
4318,Randomized algorithms for optimizing large join queries,paper
4319,MicroRolls: expanding touch-screen input vocabulary by distinguishing rolls vs. slides of the thumb,paper
4320,Recognizing Handwritten Digits Using Mixtures of Linear Models,paper
4321,Multiagent Coordination with Learning Classifier Systems,paper
4322,More efficiency in multiple kernel learning,paper
4323,Netprobe: a fast and scalable system for fraud detection in online auction networks,paper
4324,An overview of evolutionary algorithms in multiobjective optimization,paper
4325,Simplified Support Vector Decision Rules,paper
4326,Experiments in automatic statistical thesaurus construction,paper
4327,A new framework for approximate labeling via graph cuts,paper
4328,Designing social presence of social actors in human computer interaction,paper
4329,Conditional Models of Identity Uncertainty with Application to Noun Coreference,paper
4330,An integrated cost model for software reuse,paper
4331,Semi-supervised sequential labeling and segmentation using giga-word scale unlabeled data,paper
4332,Similarity evaluation on tree-structured data,paper
4333,Getting the Most Out of Ensemble Selection,paper
4334,LDA-based document models for ad-hoc retrieval,paper
4335,Gradient vector flow fast geodesic active contours,paper
4336,STRG-Index: spatio-temporal region graph indexing for large video databases,paper
4337,Generative modeling for continuous non-linearly embedded visual inference,paper
4338,XWand: UI for intelligent spaces,paper
4339,A model of emotions for situated agents,paper
4340,TD Models: Modeling the World at a Mixture of Time Scales,paper
4341,Integer linear programming inference for conditional random fields,paper
4342,XSEED: Accurate and Fast Cardinality Estimation for XPath Queries,paper
4343,Integrating association rule mining with relational database systems: alternatives and implications,paper
4344,Hiding a Semantic Hierarchy in a Markov Model,paper
4345,Partial and approximate symmetry detection for 3D geometry,paper
4346,Matching of 3-D curves using semi-differential invariants,paper
4347,Learning Horizontal Connections in a Sparse Coding Model of Natural Images,paper
4348,Universal portfolio selection,paper
4349,Modelling faces dynamically across views and over time,paper
4350,Data mining with neural networks and support vector machines using the R/rminer tool,paper
4351,Computing with Infinite Networks,paper
4352,Programming Robots Using Reinforcement Learning and Teaching,paper
4353,Autonomous transfer for reinforcement learning,paper
4354,Structured region graphs: Morphing EP into GBP,paper
4355,Bringing order to the Web: automatically categorizing search results,paper
4356,Active learning for Hidden Markov Models: objective functions and algorithms,paper
4357,Access Methods for Markovian Streams,paper
4358,Heterogeneous transfer learning for image clustering via the social web,paper
4359,Comparison of graph cuts with belief propagation for stereo using identical MRF parameters,paper
4360,Structured representation of complex stochastic systems,paper
4361,Using haptics in computer interfaces for blind people,paper
4362,Probabilistic Matrix Factorization,paper
4363,On the reuse of past optimal queries,paper
4364,Fast and efficient lossless image compression,paper
4365,Toward a Theory of Evolution Strategies: Some Asymptotical Results from the (1 + λ)-Theory,paper
4366,Enhancing text clustering by leveraging Wikipedia semantics,paper
4367,On the inference of configuration structures from source code,paper
4368,Determining facial expressions in real time,paper
4369,A Unified Bias-Variance Decomposition for Zero-One and Squared Loss,paper
4370,Learning hierarchical multi-category text classification models,paper
4371,A multi-resolution approach to heat kernels on discrete surfaces,paper
4372,MCMC for doubly-intractable distributions,paper
4373,VIBES: A Variational Inference Engine for Bayesian Networks,paper
4374,Influence sets based on reverse nearest neighbor queries,paper
4375,Distribution-Free Learning of Bayesian Network Structure in Continuous Domains,paper
4376,Reasoning about edits to feature models,paper
4377,MagicMouse: an inexpensive 6-degree-of-freedom mouse,paper
4378,Managing Power Consumption and Performance of Computing Systems Using Reinforcement Learning,paper
4379,Towards meaningful high-dimensional nearest neighbor search by human-computer interaction,paper
4380,Log-linear models for word alignment,paper
4381,Learning collection fusion strategies,paper
4382,Transductive Component Analysis,paper
4383,Maximal Margin Labeling for Multi-Topic Text Categorization,paper
4384,Near-Optimal Hashing Algorithms for Approximate Nearest Neighbor in High Dimensions,paper
4385,DeltaSky: Optimal Maintenance of Skyline Deletions without Exclusive Dominance Region Generation,paper
4386,Reducing labeling effort for structured prediction tasks,paper
4387,EigenRank: a ranking-oriented approach to collaborative filtering,paper
4388,Shortest-path kernels on graphs,paper
4389,Mining the search trails of surfing crowds: identifying relevant websites from user activity,paper
4390,Building a test collection for complex document information processing,paper
4391,Topic modeling: beyond bag-of-words,paper
4392,Lazy approximation for solving continuous finite-horizon MDPs,paper
4393,Generic soft pattern models for definitional question answering,paper
4394,Similarity and Discrimination in Classical Conditioning: A Latent Variable Account,paper
4395,Decision-Theoretic High-Level Agent Programming in the Situation Calculus,paper
4396,Unsupervised Learning of a Probabilistic Grammar for Object Detection and Parsing,paper
4397,Privacy-preserving collaborative filtering using randomized perturbation techniques,paper
4398,No-commitment branch and bound search for distributed constraint optimization,paper
4399,Detecting Humans via Their Pose,paper
4400,Algorithm Selection using Reinforcement Learning,paper
4401,A boosting algorithm for learning bipartite ranking functions with partially labeled data,paper
4402,Animated specifications of computational societies,paper
4403,Exploring power-performance tradeoffs in database systems,paper
4404,Probabilistic community discovery using hierarchical latent gaussian mixture model,paper
4405,An estimation-theoretic framework for image-flow computation,paper
4406,An empirical comparison of supervised learning algorithms,paper
4407,Thin junction tree filters for simultaneous localization and mapping,paper
4408,Use of relative code churn measures to predict system defect density,paper
4409,Classification of human body motion,paper
4410,Finding and visualizing inter-site clan graphs,paper
4411,Security in multiagent systems by policy randomization,paper
4412,Programmable self-assembly using biologically-inspired multiagent control,paper
4413,Crafting Papers on Machine Learning,paper
4414,Probabilistic latent semantic indexing,paper
4415,Complete Cross-Validation for Nearest Neighbor Classifiers,paper
4416,Stable fixed points of loopy belief propagation are minima of the Bethe free energy,paper
4417,Data Clustering by Markovian Relaxation and the Information Bottleneck Method,paper
4418,Action synopsis: pose selection and illustration,paper
4419,Multi-label informed latent semantic indexing,paper
4420,Scheduling parallel machines on-line,paper
4421,Mixture Density Estimation,paper
4422,On clusterings-good bad and spectral,paper
4423,Two-Dimensional Linear Discriminant Analysis,paper
4424,SAXually Explicit Images: Finding Unusual Shapes,paper
4425,Active Learning from Data Streams,paper
4426,Matching range images of human faces,paper
4427,QuickXPlain: Conflict Detection for Arbitrary Constraint Propagation Algorithms,paper
4428,Existential arc consistency: Getting closer to full arc consistency in weighted CSPs,paper
4429,The precis of Project Ernestine or an overview of a validation of GOMS,paper
4430,Classifying matrices with a spectral regularization,paper
4431,The Earth Mover's Distance under transformation sets,paper
4432,Ant Algorithms for Search in Unstructured Peer-to-Peer Networks,paper
4433,Web data extraction based on partial tree alignment,paper
4434,Shape Descriptors for Maximally Stable Extremal Regions,paper
4435,Learning Appearance Based Models: Mixtures of Second Moment Experts,paper
4436,Bayesian Unsupervised Learning of Higher Order Structure,paper
4437,The multiple multiplicative factor model for collaborative filtering,paper
4438,Feature-based retrieval of similar shapes,paper
4439,Understanding user's query intent with wikipedia,paper
4440,FloatBoost Learning for Classification,paper
4441,Beyond Fitts' law: models for trajectory-based HCI tasks,paper
4442,Bayesian Model Selection for Support Vector Machines Gaussian Processes and Other Kernel Classifiers,paper
4443,Efficient reasoning in qualitative probabilistic networks,paper
4444,Infinite Mixtures of Gaussian Process Experts,paper
4445,Language models for information retrieval,paper
4446,Learning Many Related Tasks at the Same Time with Backpropagation,paper
4447,Granularity in software product lines,paper
4448,Learning the Taxonomy and Models of Categories Present in Arbitrary Images,paper
4449,Analysis of selection algorithms: A markov chain approach,paper
4450,Predicting Multiple Metrics for Queries: Better Decisions Enabled by Machine Learning,paper
4451,What where and who? Classifying events by scene and object recognition,paper
4452,Multi-scale object detection by clustering lines,paper
4453,Memory-based Stochastic Optimization,paper
4454,Nearest-Neighbor-Based Active Learning for Rare Category Detection,paper
4455,Automatic video summarization by graph modeling,paper
4456,Page-level template detection via isotonic smoothing,paper
4457,Depth discontinuities by pixel-to-pixel stereo,paper
4458,A Comparative Study of Parameter Estimation Methods for Statistical Natural Language Processing,paper
4459,Efficient Algorithms for Finding Multi-way Splits for Decision Trees,paper
4460,Digesting virtual geek culture: the summarization of technical internet relay chats,paper
4461,Rate of approximation results motivated by robust neural network learning,paper
4462,Adaptive shape evolution using blending,paper
4463,Application of Machine Learning To Epileptic Seizure Detection,paper
4464,Hits on the web: how does it compare?,paper
4465,Efficient haplotype inference with Boolean satisfiability,paper
4466,Fast Pruning Using Principal Components,paper
4467,Similarity search for multidimensional data sequences,paper
4468,HYDRA: A Noise-tolerant Relational Concept Learning Algorithm,paper
4469,Measuring emotional valence during interactive experiences: boys at video game play,paper
4470,Joint Haar-like features for face detection,paper
4471,Density contrast SPH interfaces,paper
4472,Feature Engineering for Text Classification,paper
4473,Using Conditional Random Fields to Extract Contexts and Answers of Questions from Online Forums,paper
4474,3D pose estimation by fitting image gradients directly to polyhedral models,paper
4475,Communication-efficient distributed mining of association rules,paper
4476,Injector: Mining Background Knowledge for Data Anonymization,paper
4477,Bayesian inference for Plackett-Luce ranking models,paper
4478,Multiple-Instance Learning of Real-Valued Data,paper
4479,Combining classifiers in text categorization,paper
4480,ICA and SOM in text document analysis,paper
4481,Multi-view clustering via canonical correlation analysis,paper
4482,Combining efficient object localization and image classification,paper
4483,A multi-body factorization method for motion analysis,paper
4484,Capturing articulated human hand motion: a divide-and-conquer approach,paper
4485,Update-pattern-aware modeling and processing of continuous queries,paper
4486,Learning to cluster web search results,paper
4487,Large-scale event detection using semi-hidden Markov models,paper
4488,Unsupervised link discovery in multi-relational data via rarity analysis,paper
4489,On-line learning and the metrical task system problem,paper
4490,Efficient and Scalable Pareto Optimization by Evolutionary Local Selection Algorithms,paper
4491,Mechanism Design via Differential Privacy,paper
4492,Exploiting ontologies for automatic image annotation,paper
4493,Coordination Artifacts: Environment-Based Coordination for Intelligent Agents,paper
4494,On cosine-fourth and vignetting effects in real lenses,paper
4495,Measuring semantic similarity by latent relational analysis,paper
4496,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,paper
4497,A needle in a haystack: local one-class optimization,paper
4498,Robust classification of rare queries using web knowledge,paper
4499,Privacy-preserving outlier detection,paper
4500,3D tracking = classification + interpolation,paper
4501,Mixtures of Gaussian processes,paper
4502,Mining for strong negative associations in a large database of customer transactions,paper
4503,An Alternative Model for Mixtures of Experts,paper
4504,NC milling error assessment and tool path correction,paper
4505,Cross-lingual query suggestion using query logs of different languages,paper
4506,Parameterized learning complexity,paper
4507,Text Classification by Labeling Words,paper
4508,Fast Random Walk with Restart and Its Applications,paper
4509,Rapid Visual Processing using Spike Asynchrony,paper
4510,Continuous dynamic time warping for translation-invariant curve alignment with applications to signature verification,paper
4511,Topic segmentation with an aspect hidden Markov model,paper
4512,Requirements engineering in the year 00: a research perspective,paper
4513,Large display research overview,paper
4514,Robust real-time visual tracking using a 2D-3D model-based approach,paper
4515,Recommender systems: attack types and strategies,paper
4516,Correcting sample selection bias by unlabeled data,paper
4517,Video suggestion and discovery for youtube: taking random walks through the view graph,paper
4518,Maximizing Non-Monotone Submodular Functions,paper
4519,Self-Adaptation of Mutation Operator and Probability for Permutation Representations in Genetic Algorithms,paper
4520,Selectivity estimation for predictive spatio-temporal queries,paper
4521,Minimizing communication cost in a distributed Bayesian network using a decentralized MDP,paper
4522,Word sense disambiguation using label propagation based semi-supervised learning,paper
4523,Fast Graph Pattern Matching,paper
4524,Hybrid Neural Plausibility Networks for News Agents,paper
4525,Learning concept classification rules using genetic algorithms,paper
4526,Neural Network Ensembles Cross Validation and Active Learning,paper
4527,Minimum risk annealing for training log-linear models,paper
4528,Fast approximate similarity search in extremely high-dimensional data sets,paper
4529,Algebraic theory of recombination spaces,paper
4530,A hierarchical architecture for behavior-based robots,paper
4531,Motivating participation by displaying the value of contribution,paper
4532,Probabilistic tracking in a metric space,paper
4533,Moving target search,paper
4534,Predicting accurate and actionable static analysis warnings: an experimental approach,paper
4535,Learning alignments and leveraging natural logic,paper
4536,Searching for interacting features,paper
4537,GREW - a scalable frequent subgraph discovery algorithm,paper
4538,Warping indexes with envelope transforms for query by humming,paper
4539,Improved learning of Bayesian networks,paper
4540,Feature Selection in Clustering Problems,paper
4541,Supporting reuse by delivering task-relevant and personalized information,paper
4542,Interpretations of association rules by granular computing,paper
4543,Counterfactuals and policy analysis in structural models,paper
4544,A suggestive interface for 3D drawing,paper
4545,Finding top-k maximal cliques in an uncertain graph,paper
4546,Secure mediated databases,paper
4547,Sparse Greedy Matrix Approximation for Machine Learning,paper
4548,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,paper
4549,Average-Case Analysis of a Nearest Neighbor Algorithm,paper
4550,Automatic essay grading using text categorization techniques,paper
4551,Characterizing and modeling the cost of rework in a library of reusable software components,paper
4552,Integration of spatial join algorithms for processing multiple inputs,paper
4553,Stochastic Neighbor Embedding,paper
4554,Using the Forest to See the Trees: A Graphical Model Relating Features Objects and Scenes,paper
4555,A geometric criterion for shape-based non-rigid correspondence,paper
4556,A computationally efficient evolutionary algorithm for real-parameter optimization,paper
4557,3D hand pose reconstruction using specialized mappings,paper
4558,Dynamic abstraction in reinforcement learning via clustering,paper
4559,A probabilistic semantic model for image annotation and multimodal image retrieval,paper
4560,Query-sets: using implicit feedback and query patterns to organize web documents,paper
4561,Representing Face Images for Emotion Classification,paper
4562,Change detection in hierarchically structured information,paper
4563,Video stabilization using robust feature trajectories,paper
4564,Learning Bilingual Lexicons from Monolingual Corpora,paper
4565,Design and evaluation of expressive gesture synthesis for embodied conversational agents,paper
4566,Learning Segmentation by Random Walks,paper
4567,Human Pose Estimation using Motion Exemplars,paper
4568,Near-Maximum Entropy Models for Binary Neural Representations of Natural Images,paper
4569,Fast gradient-descent methods for temporal-difference learning with linear function approximation,paper
4570,Incremental support vector machine construction,paper
4571,Evolutionary consequences of coevolving targets,paper
4572,All learning is local: Multi-agent learning in global reward games,paper
4573,New roles for old holes: ion channel function in aquaporin-1,paper
4574,Ranking and Scoring Using Empirical Risk Minimization,paper
4575,Brain covariance selection: better individual functional connectivity models using population prior,paper
4576,Receding Horizon Differential Dynamic Programming,paper
4577,An Input Output HMM Architecture,paper
4578,Constructing virtual documents for ontology matching,paper
4579,Detecting image spam using visual features and near duplicate detection,paper
4580,Text summarization via hidden Markov models,paper
4581,Partial-revelation VCG mechanism for combinatorial auctions,paper
4582,Direct optimization of margins improves generalization in combined classifiers,paper
4583,Extracting relations with integrated information using kernel methods,paper
4584,Optimal Rates of Aggregation,paper
4585,Non-Exposure Location Anonymity,paper
4586,Car detection in low resolution aerial image,paper
4587,Probabilistic dyadic data analysis with local and global consistency,paper
4588,Stylizing motion with drawings,paper
4589,Distributed breakout revisited,paper
4590,Simulation verification and automated composition of web services,paper
4591,Regression Error Characteristic Curves,paper
4592,Efficient reverse k-nearest neighbor search in arbitrary metric spaces,paper
4593,From optimal limited to unlimited supply auctions,paper
4594,Camera calibration using spheres: a semi-definite programming approach,paper
4595,Filtering algorithms and implementation for very fast publish/subscribe systems,paper
4596,A maximum entropy framework for part-based texture and object recognition,paper
4597,How good is almost perfect?,paper
4598,Making Latin Manuscripts Searchable using gHMM's,paper
4599,Using Google distance to weight approximate ontology matches,paper
4600,A machine learning approach to pronoun resolution in spoken dialogue,paper
4601,Feature Selection with Selective Sampling,paper
4602,An Empirical Analysis of Domain Adaptation Algorithms for Genomic Sequence Analysis,paper
4603,A comprehensive comparative study on term weighting schemes for text categorization with support vector machines,paper
4604,Subsequence matching on structured time series data,paper
4605,Lazy evaluation of symmetric Bayesian decision problems,paper
4606,Automatic categorization of query results,paper
4607,FRank: a ranking method with fidelity loss,paper
4608,Reinforcement Learning in Continuous Action Spaces through Sequential Monte Carlo Methods,paper
4609,Integrating representative and discriminant models for object category detection,paper
4610,Newton's method for fractional combinatorial optimization,paper
4611,Motion from the frontier of curved surfaces,paper
4612,Learning to Hash with Binary Reconstructive Embeddings,paper
4613,Adaptive web sites: conceptual cluster mining,paper
4614,Pareto-adaptive ε-dominance,paper
4615,Self-adaptive on-line reclustering of complex object data,paper
4616,A Multi-Agent Policy-Gradient Approach to Network Routing,paper
4617,Edit wear and read wear,paper
4618,Reading time scrolling and interaction: exploring implicit sources of user preferences for relevance feedback,paper
4619,Feature Subset Selection and Order Identification for Unsupervised Learning,paper
4620,Order preserving encryption for numeric data,paper
4621,Discriminant Embedding for Local Image Descriptors,paper
4622,Fast parallel similarity search in multimedia databases,paper
4623,Sparse Gaussian processes using pseudo-inputs,paper
4624,Program and interface slicing for reverse engineering,paper
4625,Handling Advertisements of Unknown Quality in Search Advertising,paper
4626,Data analysis with bayesian networks: a bootstrap approach,paper
4627,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,paper
