source,relation_type,target,source_name,target_name
4454,paper_cite_paper,1346,Nearest-Neighbor-Based Active Learning for Rare Category Detection,Large Scale Detection of Irregularities in Accounting Data
4456,paper_cite_paper,326,Page-level template detection via isotonic smoothing,Recognizing Nepotistic Links on the Web
4456,paper_cite_paper,2833,Page-level template detection via isotonic smoothing,Browsing on small screens: recasting web-page segmentation into an efficient machine learning framework
4456,paper_cite_paper,4883,Page-level template detection via isotonic smoothing,Learning block importance models for web pages
4458,paper_cite_paper,2159,A Comparative Study of Parameter Estimation Methods for Statistical Natural Language Processing,Scalable training of L 1 -regularized log-linear models
4458,paper_cite_paper,173,A Comparative Study of Parameter Estimation Methods for Statistical Natural Language Processing,Large margin classification using the perceptron algorithm
4458,paper_cite_paper,325,A Comparative Study of Parameter Estimation Methods for Statistical Natural Language Processing,Estimators for stochastic Unification-Based grammars
4458,paper_cite_paper,962,A Comparative Study of Parameter Estimation Methods for Statistical Natural Language Processing,Maximum Entropy Markov Models for Information Extraction and Segmentation
4460,paper_cite_paper,3995,Digesting virtual geek culture: the summarization of technical internet relay chats,Identifying agreement and disagreement in conversational speech: use of Bayesian networks to model pragmatic dependencies
4461,paper_cite_paper,102,Rate of approximation results motivated by robust neural network learning,Approximation and estimation bounds for artificial neural networks
4464,paper_cite_paper,3545,Hits on the web: how does it compare?,Learning to rank using gradient descent
4467,paper_cite_paper,2629,Similarity search for multidimensional data sequences,Efficient retrieval of similar time sequences under time warping
4467,paper_cite_paper,2699,Similarity search for multidimensional data sequences,Fast subsequence matching in time-series databases
4467,paper_cite_paper,2722,Similarity search for multidimensional data sequences,The SR-tree: an index structure for high-dimensional nearest neighbor queries
4467,paper_cite_paper,3393,Similarity search for multidimensional data sequences,The pyramid-technique: towards breaking the curse of dimensionality
4467,paper_cite_paper,1076,Similarity search for multidimensional data sequences,Nearest neighbor queries
4468,paper_cite_paper,3691,HYDRA: A Noise-tolerant Relational Concept Learning Algorithm,Compression significance and accuracy
4468,paper_cite_paper,2683,HYDRA: A Noise-tolerant Relational Concept Learning Algorithm,An Investigation of Noise-Tolerant Relational Concept Learning Algorithms
4470,paper_cite_paper,3191,Joint Haar-like features for face detection,Improved boosting algorithms using confidence-rated predictions
4470,paper_cite_paper,715,Joint Haar-like features for face detection,A general framework for object detection
4473,paper_cite_paper,3001,Using Conditional Random Fields to Extract Contexts and Answers of Questions from Online Forums,Question answering passage retrieval using dependency relations
4473,paper_cite_paper,4460,Using Conditional Random Fields to Extract Contexts and Answers of Questions from Online Forums,Digesting virtual geek culture: the summarization of technical internet relay chats
4473,paper_cite_paper,4731,Using Conditional Random Fields to Extract Contexts and Answers of Questions from Online Forums,2D Conditional Random Fields for Web information extraction
4475,paper_cite_paper,1279,Communication-efficient distributed mining of association rules,An effective hash-based algorithm for mining association rules
4476,paper_cite_paper,504,Injector: Mining Background Knowledge for Data Anonymization,Mining quantitative association rules in large relational tables
4477,paper_cite_paper,1317,Bayesian inference for Plackett-Luce ranking models,TrueSkill™: A Bayesian Skill Rating System
4479,paper_cite_paper,2424,Combining classifiers in text categorization,Classifying news stories using memory based reasoning
4479,paper_cite_paper,2889,Combining classifiers in text categorization,The effect multiple query representations on information retrieval system performance
4480,paper_cite_paper,398,ICA and SOM in text document analysis,Restructuring sparse high dimensional data for effective retrieval
4481,paper_cite_paper,109,Multi-view clustering via canonical correlation analysis,On Spectral Learning of Mixtures of Distributions
4481,paper_cite_paper,427,Multi-view clustering via canonical correlation analysis,Multi-view regression via canonical correlation analysis
4481,paper_cite_paper,3080,Multi-view clustering via canonical correlation analysis,Two-view feature generation model for semi-supervised learning
4481,paper_cite_paper,3500,Multi-view clustering via canonical correlation analysis,Learning mixtures of Gaussians
4481,paper_cite_paper,3508,Multi-view clustering via canonical correlation analysis,A two-round variant of EM for Gaussian mixtures
4482,paper_cite_paper,3774,Combining efficient object localization and image classification,A hierarchical field framework for unified context-based classification
4482,paper_cite_paper,4451,Combining efficient object localization and image classification,What where and who? Classifying events by scene and object recognition
4482,paper_cite_paper,1794,Combining efficient object localization and image classification,Human Face Detection in Visual Scenes
4483,paper_cite_paper,4301,A multi-body factorization method for motion analysis,Computing two motions from three frames
4485,paper_cite_paper,2033,Update-pattern-aware modeling and processing of continuous queries,Fjording the stream: an architecture for queries over streaming sensor data
4485,paper_cite_paper,815,Update-pattern-aware modeling and processing of continuous queries,Adaptive ordering of pipelined stream filters
4486,paper_cite_paper,650,Learning to cluster web search results,Reexamining the cluster hypothesis: scatter/gather on retrieval results
4486,paper_cite_paper,2675,Learning to cluster web search results,Constant interaction-time scatter/gather browsing of very large document collections
4488,paper_cite_paper,3657,Unsupervised link discovery in multi-relational data via rarity analysis,Outlier detection for high dimensional data
4488,paper_cite_paper,4075,Unsupervised link discovery in multi-relational data via rarity analysis,Efficient algorithms for mining outliers from large data sets
4490,paper_cite_paper,393,Efficient and Scalable Pareto Optimization by Evolutionary Local Selection Algorithms,The feature selection problem: traditional methods and a new algorithm
4490,paper_cite_paper,505,Efficient and Scalable Pareto Optimization by Evolutionary Local Selection Algorithms,A Neural Network Model for Prognostic Prediction
4490,paper_cite_paper,4324,Efficient and Scalable Pareto Optimization by Evolutionary Local Selection Algorithms,An overview of evolutionary algorithms in multiobjective optimization
4491,paper_cite_paper,4593,Mechanism Design via Differential Privacy,From optimal limited to unlimited supply auctions
4491,paper_cite_paper,4858,Mechanism Design via Differential Privacy,Mechanism design via machine learning
4492,paper_cite_paper,3755,Exploiting ontologies for automatic image annotation,Improving Text Classification by Shrinkage in a Hierarchy of Classes
4492,paper_cite_paper,4919,Exploiting ontologies for automatic image annotation,Modeling annotated data
4492,paper_cite_paper,3479,Exploiting ontologies for automatic image annotation,A Model for Learning the Semantics of Pictures
4496,paper_cite_paper,4904,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Modeling human motion using binary latent variables
4496,paper_cite_paper,3172,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Self-taught learning: transfer learning from unlabeled data
4496,paper_cite_paper,3958,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Large-scale deep unsupervised learning using graphics processors
4496,paper_cite_paper,771,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Efficient learning of sparse representations with an energy-based model
4496,paper_cite_paper,38,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Deep learning via semi-supervised embedding
4496,paper_cite_paper,3210,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,Greedy Layer-Wise Training of Deep Networks
4498,paper_cite_paper,4993,Robust classification of rare queries using web knowledge,Feature generation for text categorization using world knowledge
4499,paper_cite_paper,4075,Privacy-preserving outlier detection,Efficient algorithms for mining outliers from large data sets
4501,paper_cite_paper,1763,Mixtures of Gaussian processes,Gaussian process networks
4501,paper_cite_paper,2082,Mixtures of Gaussian processes,Probabilistic Methods for Support Vector Machines
4505,paper_cite_paper,341,Cross-lingual query suggestion using query logs of different languages,Using statistical testing in the evaluation of retrieval experiments
4505,paper_cite_paper,3833,Cross-lingual query suggestion using query logs of different languages,Iterative translation disambiguation for cross-language information retrieval
4507,paper_cite_paper,1286,Text Classification by Labeling Words,A Comparative Study on Feature Selection in Text Categorization
4507,paper_cite_paper,1753,Text Classification by Labeling Words,Combining Labeled and Unlabeled Data for MultiClass Text Categorization
4507,paper_cite_paper,2365,Text Classification by Labeling Words,Employing EM and Pool-Based Active Learning for Text Classification
4507,paper_cite_paper,849,Text Classification by Labeling Words,Constrained K-means Clustering with Background Knowledge
4507,paper_cite_paper,2403,Text Classification by Labeling Words,Enhancing Supervised Learning with Unlabeled Data
4507,paper_cite_paper,3607,Text Classification by Labeling Words,A sequential algorithm for training text classifiers
4507,paper_cite_paper,5030,Text Classification by Labeling Words,Partially Supervised Classification of Text Documents
4508,paper_cite_paper,2471,Fast Random Walk with Restart and Its Applications,Scaling personalized web search
4508,paper_cite_paper,293,Fast Random Walk with Restart and Its Applications,Neighborhood formation and anomaly detection in bipartite graphs
4508,paper_cite_paper,1577,Fast Random Walk with Restart and Its Applications,On Spectral Clustering: Analysis and an algorithm
4508,paper_cite_paper,1437,Fast Random Walk with Restart and Its Applications,Learning with Local and Global Consistency
4511,paper_cite_paper,4414,Topic segmentation with an aspect hidden Markov model,Probabilistic latent semantic indexing
4512,paper_cite_paper,2371,Requirements engineering in the year 00: a research perspective,Completeness and consistency in hierarchical state-based requirements
4515,paper_cite_paper,2870,Recommender systems: attack types and strategies,An algorithmic framework for performing collaborative filtering
4515,paper_cite_paper,277,Recommender systems: attack types and strategies,Empirical analysis of predictive algorithms for collaborative filtering
4515,paper_cite_paper,2912,Recommender systems: attack types and strategies,Shilling recommender systems for fun and profit
4516,paper_cite_paper,555,Correcting sample selection bias by unlabeled data,Correcting sample selection bias in maximum entropy density estimation
4516,paper_cite_paper,1618,Correcting sample selection bias by unlabeled data,Learning and evaluating classifiers under sample selection bias
4517,paper_cite_paper,3556,Video suggestion and discovery for youtube: taking random walks through the view graph,The rendezvous algorithm: multiclass semi-supervised learning with Markov random walks
4517,paper_cite_paper,1705,Video suggestion and discovery for youtube: taking random walks through the view graph,Semi-supervised learning using Gaussian fields and harmonic functions
4520,paper_cite_paper,3597,Selectivity estimation for predictive spatio-temporal queries,Time-parameterized queries in spatio-temporal databases
4521,paper_cite_paper,1578,Minimizing communication cost in a distributed Bayesian network using a decentralized MDP,Transition-independent decentralized markov decision processes
4521,paper_cite_paper,4195,Minimizing communication cost in a distributed Bayesian network using a decentralized MDP,Symbolic heuristic search for factored Markov decision processes
4521,paper_cite_paper,303,Minimizing communication cost in a distributed Bayesian network using a decentralized MDP,Sequential optimality and coordination in multiagent systems
4522,paper_cite_paper,3386,Word sense disambiguation using label propagation based semi-supervised learning,Exploiting parallel texts for word sense disambiguation: an empirical study
4522,paper_cite_paper,1574,Word sense disambiguation using label propagation based semi-supervised learning,Transductive Learning via Spectral Graph Partitioning
4522,paper_cite_paper,127,Word sense disambiguation using label propagation based semi-supervised learning,Unsupervised word sense disambiguation rivaling supervised methods
4522,paper_cite_paper,1705,Word sense disambiguation using label propagation based semi-supervised learning,Semi-supervised learning using Gaussian fields and harmonic functions
4522,paper_cite_paper,3685,Word sense disambiguation using label propagation based semi-supervised learning,Semi-supervised learning using randomized mincuts
4522,paper_cite_paper,844,Word sense disambiguation using label propagation based semi-supervised learning,Stability-Based Model Selection
4522,paper_cite_paper,1731,Word sense disambiguation using label propagation based semi-supervised learning,Cluster Kernels for Semi-Supervised Learning
4522,paper_cite_paper,1437,Word sense disambiguation using label propagation based semi-supervised learning,Learning with Local and Global Consistency
4523,paper_cite_paper,805,Fast Graph Pattern Matching,Structural join order selection for XML query optimization
4524,paper_cite_paper,1779,Hybrid Neural Plausibility Networks for News Agents,Learning to extract symbolic knowledge from the World Wide Web
4526,paper_cite_paper,3590,Neural Network Ensembles Cross Validation and Active Learning,Query by committee
4527,paper_cite_paper,620,Minimum risk annealing for training log-linear models,Parsing algorithms and metrics
4527,paper_cite_paper,1985,Minimum risk annealing for training log-linear models,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
4527,paper_cite_paper,4982,Minimum risk annealing for training log-linear models,Annealing techniques for unsupervised statistical language learning
4527,paper_cite_paper,240,Minimum risk annealing for training log-linear models,Minimum error rate training in statistical machine translation
4527,paper_cite_paper,3465,Minimum risk annealing for training log-linear models,Logarithmic opinion pools for conditional random fields
4528,paper_cite_paper,2722,Fast approximate similarity search in extremely high-dimensional data sets,The SR-tree: an index structure for high-dimensional nearest neighbor queries
4528,paper_cite_paper,3650,Fast approximate similarity search in extremely high-dimensional data sets,Efficient similarity search and classification via rank aggregation
4528,paper_cite_paper,2076,Fast approximate similarity search in extremely high-dimensional data sets,Deflating the dimensionality curse using multiple fractal dimensions
4528,paper_cite_paper,192,Fast approximate similarity search in extremely high-dimensional data sets,Approximate nearest neighbor searching in multimedia databases
4528,paper_cite_paper,3266,Fast approximate similarity search in extremely high-dimensional data sets,An adaptive and efficient dimensionality reduction algorithm for high-dimensional indexing
4531,paper_cite_paper,2717,Motivating participation by displaying the value of contribution,Item-based collaborative filtering recommendation algorithms
4532,paper_cite_paper,4845,Probabilistic tracking in a metric space,Real-time object detection for smart vehicles
4532,paper_cite_paper,1759,Probabilistic tracking in a metric space,Region tracking through image sequences
4534,paper_cite_paper,1813,Predicting accurate and actionable static analysis warnings: an experimental approach,Mining metrics to predict component failures
4536,paper_cite_paper,3647,Searching for interacting features,Testing the significance of attribute interactions
4536,paper_cite_paper,490,Searching for interacting features,Uci repository of machine learning databases
4536,paper_cite_paper,3354,Searching for interacting features,Margin based feature selection - theory and algorithms
4536,paper_cite_paper,41,Searching for interacting features,Feature Selection for High-Dimensional Data: A Fast Correlation-Based Filter Solution
4537,paper_cite_paper,1236,GREW - a scalable frequent subgraph discovery algorithm,Frequent sub-structure-based approaches for classifying chemical compounds
4537,paper_cite_paper,3737,GREW - a scalable frequent subgraph discovery algorithm,Computing frequent graph patterns from semistructured data
4537,paper_cite_paper,2694,GREW - a scalable frequent subgraph discovery algorithm,Frequent subgraph discovery
4537,paper_cite_paper,3712,GREW - a scalable frequent subgraph discovery algorithm,Mining molecular fragments: finding relevant substructures of molecules
4538,paper_cite_paper,1007,Warping indexes with envelope transforms for query by humming,Optimal multi-step k-nearest neighbor search
4538,paper_cite_paper,1669,Warping indexes with envelope transforms for query by humming,Similarity search over time-series data using wavelets
4539,paper_cite_paper,447,Improved learning of Bayesian networks,Equivalence and synthesis of causal models
4543,paper_cite_paper,2026,Counterfactuals and policy analysis in structural models,Causality in Bayesian belief networks
4544,paper_cite_paper,2227,A suggestive interface for 3D drawing,Artificial evolution for computer graphics
4548,paper_cite_paper,4337,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,Generative modeling for continuous non-linearly embedded visual inference
4548,paper_cite_paper,1852,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,Local distance preservation in the GP-LVM through back constraints
4548,paper_cite_paper,2654,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,Priors for people tracking from small training sets
4548,paper_cite_paper,873,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,Inferring 3D structure with a statistical image-based shape model
4548,paper_cite_paper,2133,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,Mapping a manifold of perceptual observations
4548,paper_cite_paper,1874,Real-time Body Tracking Using a Gaussian Process Latent Variable Model,The Power of Amnesia
4550,paper_cite_paper,2424,Automatic essay grading using text categorization techniques,Classifying news stories using memory based reasoning
4550,paper_cite_paper,2337,Automatic essay grading using text categorization techniques,Training algorithms for linear text classifiers
4550,paper_cite_paper,4479,Automatic essay grading using text categorization techniques,Combining classifiers in text categorization
4551,paper_cite_paper,1725,Characterizing and modeling the cost of rework in a library of reusable software components,Modeling and managing risk early in software development
4552,paper_cite_paper,4851,Integration of spatial join algorithms for processing multiple inputs,Cost models for join queries in spatial databases
4553,paper_cite_paper,2133,Stochastic Neighbor Embedding,Mapping a manifold of perceptual observations
4556,paper_cite_paper,2222,A computationally efficient evolutionary algorithm for real-parameter optimization,Self-Adaptive Genetic Algorithms with Simulated Binary Crossover
4556,paper_cite_paper,360,A computationally efficient evolutionary algorithm for real-parameter optimization,A Comparison Study of Self-Adaptation in Evolution Strategies and Real-Coded Genetic Algorithms
4556,paper_cite_paper,4826,A computationally efficient evolutionary algorithm for real-parameter optimization,The gambler's ruin problem genetic algorithms and the sizing of populations
4558,paper_cite_paper,1716,Dynamic abstraction in reinforcement learning via clustering,Feudal Reinforcement Learning
4558,paper_cite_paper,1451,Dynamic abstraction in reinforcement learning via clustering,Automatic Discovery of Subgoals in Reinforcement Learning using Diverse Density
4559,paper_cite_paper,3479,A probabilistic semantic model for image annotation and multimodal image retrieval,A Model for Learning the Semantics of Pictures
4559,paper_cite_paper,4919,A probabilistic semantic model for image annotation and multimodal image retrieval,Modeling annotated data
4560,paper_cite_paper,4176,Query-sets: using implicit feedback and query patterns to organize web documents,Web Search Engine Evaluation Using Clickthrough Data and a User Model
4564,paper_cite_paper,127,Learning Bilingual Lexicons from Monolingual Corpora,Unsupervised word sense disambiguation rivaling supervised methods
4565,paper_cite_paper,3792,Design and evaluation of expressive gesture synthesis for embodied conversational agents,Embodied contextual agent in information delivering application
4566,paper_cite_paper,2104,Learning Segmentation by Random Walks,Segmentation using eigenvectors: a unifying view
4569,paper_cite_paper,46,Fast gradient-descent methods for temporal-difference learning with linear function approximation,Off-Policy Temporal Difference Learning with Function Approximation
4569,paper_cite_paper,3654,Fast gradient-descent methods for temporal-difference learning with linear function approximation,Residual Algorithms: Reinforcement Learning with Function Approximation
4570,paper_cite_paper,754,Incremental support vector machine construction,Incremental and Decremental Support Vector Machine Learning
4571,paper_cite_paper,2481,Evolutionary consequences of coevolving targets,New methods for competitive coevolution
4572,paper_cite_paper,531,All learning is local: Multi-agent learning in global reward games,Planning in the Presence of Cost Functions Controlled by an Adversary
4572,paper_cite_paper,4244,All learning is local: Multi-agent learning in global reward games,Policy Invariance Under Reward Transformations: Theory and Application to Reward Shaping
4576,paper_cite_paper,755,Receding Horizon Differential Dynamic Programming,Variable Resolution Discretization for High-Accuracy Solutions of Optimal Control Problems
4576,paper_cite_paper,3048,Receding Horizon Differential Dynamic Programming,Using Local Trajectory Optimizers to Speed Up Global Optimization in Dynamic Programming
4576,paper_cite_paper,2501,Receding Horizon Differential Dynamic Programming,An application of reinforcement learning to aerobatic helicopter flight
4578,paper_cite_paper,3408,Constructing virtual documents for ontology matching,Similarity flooding: a versatile graph matching algorithm and its application to schema matching
4579,paper_cite_paper,4001,Detecting image spam using visual features and near duplicate detection,An efficient image similarity measure based on approximations of KL-divergence between two gaussian mixtures
4579,paper_cite_paper,1142,Detecting image spam using visual features and near duplicate detection,Agglomerative Information Bottleneck
4580,paper_cite_paper,1375,Text summarization via hidden Markov models,The decomposition of human-written summary sentences
4581,paper_cite_paper,2928,Partial-revelation VCG mechanism for combinatorial auctions,Bidding languages for combinatorial auctions
4581,paper_cite_paper,4120,Partial-revelation VCG mechanism for combinatorial auctions,An implementation of the contract net protocol based on marginal cost calculations
4583,paper_cite_paper,1568,Extracting relations with integrated information using kernel methods,Dependency tree kernels for relation extraction
4585,paper_cite_paper,1388,Non-Exposure Location Anonymity,Private queries in location based services: anonymizers are not necessary
4585,paper_cite_paper,2865,Non-Exposure Location Anonymity,SpaceTwist: Managing the Trade-Offs Among Location Privacy Query Performance and Query Accuracy in Mobile Services
4587,paper_cite_paper,4414,Probabilistic dyadic data analysis with local and global consistency,Probabilistic latent semantic indexing
4587,paper_cite_paper,1250,Probabilistic dyadic data analysis with local and global consistency,The author-topic model for authors and documents
4587,paper_cite_paper,1226,Probabilistic dyadic data analysis with local and global consistency,Harmonic mixtures: combining mixture models and graph-based methods for inductive and scalable semi-supervised learning
4587,paper_cite_paper,1577,Probabilistic dyadic data analysis with local and global consistency,On Spectral Clustering: Analysis and an algorithm
4587,paper_cite_paper,233,Probabilistic dyadic data analysis with local and global consistency,Pachinko allocation: DAG-structured mixture models of topic correlations
4587,paper_cite_paper,4952,Probabilistic dyadic data analysis with local and global consistency,Document clustering based on non-negative matrix factorization
4588,paper_cite_paper,2121,Stylizing motion with drawings,Motion signal processing
4588,paper_cite_paper,4671,Stylizing motion with drawings,Retargetting motion to new characters
4591,paper_cite_paper,4207,Regression Error Characteristic Curves,The Case against Accuracy Estimation for Comparing Induction Algorithms
4592,paper_cite_paper,4374,Efficient reverse k-nearest neighbor search in arbitrary metric spaces,Influence sets based on reverse nearest neighbor queries
4592,paper_cite_paper,1971,Efficient reverse k-nearest neighbor search in arbitrary metric spaces,An index structure for efficient reverse nearest neighbor queries
4596,paper_cite_paper,1990,A maximum entropy framework for part-based texture and object recognition,Video Google: a text retrieval approach to object matching in videos
4597,paper_cite_paper,165,How good is almost perfect?,Domain-independent construction of pattern database heuristics for cost-optimal planning
4599,paper_cite_paper,936,Using Google distance to weight approximate ontology matches,Description Logics with Approximate Definitions - Precise Modeling of Vague Concepts
4599,paper_cite_paper,3965,Using Google distance to weight approximate ontology matches,Integrating multiple internet directories by instance-based learning
4602,paper_cite_paper,2154,An Empirical Analysis of Domain Adaptation Algorithms for Genomic Sequence Analysis,A training algorithm for optimal margin classifiers
4602,paper_cite_paper,1556,An Empirical Analysis of Domain Adaptation Algorithms for Genomic Sequence Analysis,Kernel Measures of Conditional Dependence
4604,paper_cite_paper,291,Subsequence matching on structured time series data,Streaming-data algorithms for high-quality clustering
4604,paper_cite_paper,1210,Subsequence matching on structured time series data,Online event-driven subsequence matching over financial data streams
4604,paper_cite_paper,189,Subsequence matching on structured time series data,Efficient time series matching by wavelets
4605,paper_cite_paper,1546,Lazy evaluation of symmetric Bayesian decision problems,Bucket elimination: a unifying framework for probabilistic inference
4605,paper_cite_paper,3806,Lazy evaluation of symmetric Bayesian decision problems,Lazy propagation in junction trees
4606,paper_cite_paper,3909,Automatic categorization of query results,Learning the Kernel Matrix with Semi-Definite Programming
4606,paper_cite_paper,3252,Automatic categorization of query results,BOAT—optimistic decision tree construction
4606,paper_cite_paper,1146,Automatic categorization of query results,BIRCH: an efficient data clustering method for very large databases
4607,paper_cite_paper,1348,FRank: a ranking method with fidelity loss,Discriminative models for information retrieval
4607,paper_cite_paper,1201,FRank: a ranking method with fidelity loss,Adapting ranking SVM to document retrieval
4607,paper_cite_paper,3035,FRank: a ranking method with fidelity loss,Some simple effective approximations to the 2-Poisson model for probabilistic weighted retrieval
4607,paper_cite_paper,3545,FRank: a ranking method with fidelity loss,Learning to rank using gradient descent
4609,paper_cite_paper,510,Integrating representative and discriminant models for object category detection,Recognition with local features: the kernel recipe
4609,paper_cite_paper,4179,Integrating representative and discriminant models for object category detection,A Bayesian approach to unsupervised one-shot learning of object categories
4609,paper_cite_paper,4892,Integrating representative and discriminant models for object category detection,Detecting pedestrians using patterns of motion and appearance
4609,paper_cite_paper,2127,Integrating representative and discriminant models for object category detection,Exploiting generative models in discriminative classifiers
4609,paper_cite_paper,763,Integrating representative and discriminant models for object category detection,Image parsing: unifying segmentation detection and recognition
4609,paper_cite_paper,115,Integrating representative and discriminant models for object category detection,The variable bandwidth mean shift and data-driven scale selection
4612,paper_cite_paper,3977,Learning to Hash with Binary Reconstructive Embeddings,Fast pose estimation with parameter-sensitive hashing
4612,paper_cite_paper,3942,Learning to Hash with Binary Reconstructive Embeddings,Cover trees for nearest neighbor
4613,paper_cite_paper,3978,Adaptive web sites: conceptual cluster mining,Adaptive web sites: an AI challenge
4613,paper_cite_paper,1051,Adaptive web sites: conceptual cluster mining,Adaptive Web sites: automatically synthesizing Web pages
4614,paper_cite_paper,994,Pareto-adaptive ε-dominance,Muiltiobjective optimization using nondominated sorting in genetic algorithms
4614,paper_cite_paper,4285,Pareto-adaptive ε-dominance,Comparison of Multiobjective Evolutionary Algorithms: Empirical Results
4614,paper_cite_paper,3631,Pareto-adaptive ε-dominance,Combining convergence and diversity in evolutionary multiobjective optimization
4614,paper_cite_paper,4022,Pareto-adaptive ε-dominance,Multi-objective genetic algorithms: Problem difficulties and construction of test problems
4615,paper_cite_paper,449,Self-adaptive on-line reclustering of complex object data,Performance limits of two-phase locking
4618,paper_cite_paper,4617,Reading time scrolling and interaction: exploring implicit sources of user preferences for relevance feedback,Edit wear and read wear
4618,paper_cite_paper,4157,Reading time scrolling and interaction: exploring implicit sources of user preferences for relevance feedback,Learning user's preferences by analyzing Web-browsing behaviors
4621,paper_cite_paper,1990,Discriminant Embedding for Local Image Descriptors,Video Google: a text retrieval approach to object matching in videos
4621,paper_cite_paper,1629,Discriminant Embedding for Local Image Descriptors,Learning object categories from Google's image search
4622,paper_cite_paper,1076,Fast parallel similarity search in multimedia databases,Nearest neighbor queries
4622,paper_cite_paper,4438,Fast parallel similarity search in multimedia databases,Feature-based retrieval of similar shapes
4623,paper_cite_paper,3042,Sparse Gaussian processes using pseudo-inputs,Fast Sparse Gaussian Process Methods: The Informative Vector Machine
4623,paper_cite_paper,236,Sparse Gaussian processes using pseudo-inputs,Gaussian Processes for Regression
4625,paper_cite_paper,1004,Handling Advertisements of Unknown Quality in Search Advertising,An adaptive algorithm for selecting profitable keywords for search-based advertising services
4625,paper_cite_paper,511,Handling Advertisements of Unknown Quality in Search Advertising,AdWords and generalized on-line matching
4626,paper_cite_paper,2402,Data analysis with bayesian networks: a bootstrap approach,A transformational characterization of equivalent Bayesian network structures
4627,paper_cite_paper,849,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,Constrained K-means Clustering with Background Knowledge
4627,paper_cite_paper,3504,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,From Instance-level Constraints to Space-Level Constraints: Making the Most of Prior Knowledge in Data Clustering
4627,paper_cite_paper,3036,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,Learning to classify text from labeled and unlabeled documents
4627,paper_cite_paper,4113,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,Support vector machines applied to face recognition
4629,paper_cite_paper,510,Class-specific material categorisation,Recognition with local features: the kernel recipe
4630,paper_cite_paper,650,Findex: search result categories help users when document ranking fails,Reexamining the cluster hypothesis: scatter/gather on retrieval results
4630,paper_cite_paper,3460,Findex: search result categories help users when document ranking fails,Hierarchical classification of Web content
4630,paper_cite_paper,3265,Findex: search result categories help users when document ranking fails,Scatter/gather browsing communicates the topic structure of a very large text collection
4630,paper_cite_paper,4355,Findex: search result categories help users when document ranking fails,Bringing order to the Web: automatically categorizing search results
4630,paper_cite_paper,4486,Findex: search result categories help users when document ranking fails,Learning to cluster web search results
4631,paper_cite_paper,83,Joint learning improves semantic role labeling,Using predicate-argument structures for information extraction
4632,paper_cite_paper,1780,Learning mixtures of DAG models,The Bayesian structural EM algorithm
4632,paper_cite_paper,3534,Learning mixtures of DAG models,Learning Belief Networks in the Presence of Missing Values and Hidden Variables
4632,paper_cite_paper,4257,Learning mixtures of DAG models,Estimating dependency structure as a hidden variable
4633,paper_cite_paper,549,Incorporating domain knowledge into topic modeling via Dirichlet Forest priors,Correlated topic models
4633,paper_cite_paper,233,Incorporating domain knowledge into topic modeling via Dirichlet Forest priors,Pachinko allocation: DAG-structured mixture models of topic correlations
4634,paper_cite_paper,322,An HDP-HMM for systems with state persistence,Learning Multiscale Representations of Natural Scenes Using Dirichlet Processes
4634,paper_cite_paper,912,An HDP-HMM for systems with state persistence,The Infinite Hidden Markov Model
4635,paper_cite_paper,4590,Automatic Web Services Composition Using SHOP2,Simulation verification and automated composition of web services
4637,paper_cite_paper,884,Learning Sparse Topographic Representations with Products of Student-t Distributions,Scale Mixtures of Gaussians and the Statistics of Natural Images
4640,paper_cite_paper,1904,Information-based models for ad hoc IR,Clustering documents with an exponential-family approximation of the Dirichlet compound multinomial distribution
4640,paper_cite_paper,3671,Information-based models for ad hoc IR,Modeling word burstiness using the Dirichlet distribution
4640,paper_cite_paper,1045,Information-based models for ad hoc IR,A study of smoothing methods for language models applied to Ad Hoc information retrieval
4640,paper_cite_paper,3035,Information-based models for ad hoc IR,Some simple effective approximations to the 2-Poisson model for probabilistic weighted retrieval
4641,paper_cite_paper,980,Particle Filters in Robotics,Bayesian Map Learning in Dynamic Environments
4641,paper_cite_paper,2450,Particle Filters in Robotics,Tractable inference for complex stochastic processes
4641,paper_cite_paper,1485,Particle Filters in Robotics,Monte Carlo POMDPs
4641,paper_cite_paper,2643,Particle Filters in Robotics,FastSLAM: a factored solution to the simultaneous localization and mapping problem
4642,paper_cite_paper,3573,Label propagation through linear neighborhoods,Person Identification in Webcam Images: An Application of Semi-Supervised Learning
4642,paper_cite_paper,4959,Label propagation through linear neighborhoods,Hyperparameter and Kernel Learning for Graph Based Semi-Supervised Classification
